T(K) logP(GPa) logrho(g/cm^3) logE(MJ/kg) S(MJ/kg/K)
200 3.90010858 Nan Nan Nan
200 3.90367254 Nan Nan Nan
200 3.9072075 Nan Nan Nan
200 3.91071391 Nan Nan Nan
200 3.91419225 Nan Nan Nan
200 3.91764294 Nan Nan Nan
200 3.92106644 Nan Nan Nan
200 3.92446315 Nan Nan Nan
200 3.92783351 Nan Nan Nan
200 3.93117791 Nan Nan Nan
200 3.93449676 Nan Nan Nan
200 3.93779043 Nan Nan Nan
200 3.94105931 Nan Nan Nan
200 3.94430378 Nan Nan Nan
200 3.94752418 Nan Nan Nan
200 3.95072088 Nan Nan Nan
200 3.95389422 Nan Nan Nan
200 3.95704454 Nan Nan Nan
200 3.96017218 Nan Nan Nan
200 3.96327745 Nan Nan Nan
200 3.96636068 Nan Nan Nan
200 3.96942217 Nan Nan Nan
200 3.97246223 Nan Nan Nan
200 3.97548116 Nan Nan Nan
200 3.97847924 Nan Nan Nan
200 3.98145677 Nan Nan Nan
200 3.98441403 Nan Nan Nan
200 3.98735129 Nan Nan Nan
200 3.99026881 Nan Nan Nan
200 3.99316687 Nan Nan Nan
200 3.99604571 Nan Nan Nan
200 3.9989056 Nan Nan Nan
200 4.00174678 Nan Nan Nan
200 4.00456949 Nan Nan Nan
200 4.00737397 Nan Nan Nan
200 4.01016046 Nan Nan Nan
200 4.01292918 Nan Nan Nan
200 4.01568037 Nan Nan Nan
200 4.01841424 Nan Nan Nan
200 4.021131 Nan Nan Nan
200 4.02383088 Nan Nan Nan
200 4.02651407 Nan Nan Nan
200 4.02918079 Nan Nan Nan
300 -4.0 -4.09270631 0.47565407 0.06496079
300 -3.95750289 -4.05026409 0.47563418 0.06455728
300 -3.91500579 -4.00776155 0.4756066 0.06415332
300 -3.87250868 -3.96534644 0.4755775 0.06374957
300 -3.83001158 -3.92291725 0.47555163 0.0633452
300 -3.78751447 -3.88044645 0.47553443 0.06294067
300 -3.74501736 -3.83795674 0.4755279 0.06253586
300 -3.70252026 -3.79552375 0.47552908 0.06213082
300 -3.66002315 -3.75307395 0.47553443 0.06172548
300 -3.61752605 -3.71061918 0.47554044 0.0613201
300 -3.57502894 -3.66817176 0.47554369 0.06091472
300 -3.53253183 -3.62573306 0.47554278 0.0605095
300 -3.49003473 -3.58330303 0.47553792 0.06010466
300 -3.44753762 -3.54088152 0.47552936 0.05970043
300 -3.40504051 -3.49846839 0.47551731 0.05929705
300 -3.36254341 -3.45606373 0.47550206 0.05889462
300 -3.3200463 -3.41366843 0.47548411 0.05849277
300 -3.2775492 -3.37128376 0.47546402 0.05809092
300 -3.23505209 -3.328911 0.47544235 0.05768852
300 -3.19255498 -3.28655141 0.47541968 0.05728503
300 -3.15005788 -3.24420608 0.47539617 0.05688025
300 -3.10756077 -3.20187589 0.475371 0.05647466
300 -3.06506367 -3.1595616 0.47534321 0.05606888
300 -3.02256656 -3.11726396 0.47531184 0.0556635
300 -2.98006945 -3.07498387 0.47527597 0.05525906
300 -2.93757235 -3.03272434 0.47523502 0.05485567
300 -2.89507524 -2.99049058 0.47518879 0.05445298
300 -2.85257814 -2.94828806 0.47513714 0.05405062
300 -2.81008103 -2.90612223 0.47507994 0.0536482
300 -2.76758392 -2.86399797 0.47501702 0.05324541
300 -2.72508682 -2.82191697 0.47494887 0.05284195
300 -2.68258971 -2.77987914 0.47487623 0.05243762
300 -2.6400926 -2.73788432 0.47479978 0.05203218
300 -2.5975955 -2.69593238 0.47472023 0.05162543
300 -2.55509839 -2.65402535 0.47463748 0.05121733
300 -2.51260129 -2.61217181 0.47454828 0.05080847
300 -2.47010418 -2.57038195 0.47444884 0.05039951
300 -2.42760707 -2.52866595 0.47433537 0.04999111
300 -2.38510997 -2.48703394 0.47420409 0.04958391
300 -2.34261286 -2.44549584 0.47405339 0.04917799
300 -2.30011576 -2.40406145 0.47388493 0.04877267
300 -2.25761865 -2.36274041 0.47370056 0.04836723
300 -2.21512154 -2.32154241 0.47350215 0.04796097
300 -2.17262444 -2.28047745 0.47329135 0.04755325
300 -2.13012733 -2.23955862 0.47306669 0.04714407
300 -2.08763023 -2.19880124 0.4728246 0.04673383
300 -2.04513312 -2.15822064 0.47256147 0.04632294
300 -2.00263601 -2.11783216 0.47227369 0.0459118
300 -1.96013891 -2.07765264 0.47195814 0.0455007
300 -1.9176418 -2.03770589 0.47161395 0.04508956
300 -1.8751447 -1.99801791 0.47124097 0.04467819
300 -1.83264759 -1.95861468 0.47083898 0.04426641
300 -1.79015048 -1.9195222 0.47040782 0.04385403
300 -1.74765338 -1.88076853 0.46994534 0.04344096
300 -1.70515627 -1.8423862 0.46944546 0.04302728
300 -1.66265916 -1.80440817 0.4689016 0.04261308
300 -1.62016206 -1.76686744 0.46830731 0.04219845
300 -1.57766495 -1.72979734 0.46765671 0.04178347
300 -1.53516785 -1.69323701 0.46695902 0.04136824
300 -1.49267074 -1.6572311 0.46623759 0.04095284
300 -1.45017363 -1.62182452 0.46551618 0.04053735
300 -1.40767653 -1.58706215 0.46481847 0.04012187
300 -1.36517942 -1.55298753 0.46416513 0.03970651
300 -1.32268232 -1.51963501 0.4635537 0.03929153
300 -1.28018521 -1.48703504 0.46297206 0.03887729
300 -1.2376881 -1.45521805 0.46240811 0.03846411
300 -1.195191 -1.42421441 0.46184976 0.03805231
300 -1.15269389 -1.39404861 0.46129102 0.03764208
300 -1.11019679 -1.36472777 0.46074392 0.03723321
300 -1.06769968 -1.3362561 0.46022351 0.03682545
300 -1.02520257 -1.30863773 0.45974501 0.03641856
300 -0.98270547 -1.28187649 0.45932408 0.03601231
300 -0.94020836 -1.25596608 0.45899626 0.03560675
300 -0.89771125 -1.23088726 0.45882246 0.03520227
300 -0.85521415 -1.20661991 0.4588652 0.03479926
300 -0.81271704 -1.18314388 0.45918703 0.0343981
300 -0.77021994 -1.16043891 0.45984919 0.03399912
300 -0.72772283 -1.13848295 0.46089966 0.03360231
300 -0.68522572 -1.11725296 0.46237859 0.03320748
300 -0.64272862 -1.0967259 0.46432607 0.03281445
300 -0.60023151 -1.0768787 0.4667821 0.03242302
300 -0.55773441 -1.0576861 0.46978457 0.03203302
300 -0.5152373 -1.03911368 0.47336238 0.03164432
300 -0.47274019 -1.02112476 0.47754221 0.03125677
300 -0.43024309 -1.00368264 0.48235062 0.03087023
300 -0.38774598 -0.98675059 0.48781423 0.03048459
300 -0.34524888 -0.970289 0.49395755 0.03009972
300 -0.30275177 -0.95425327 0.5008013 0.02971554
300 -0.26025466 -0.93859829 0.50836588 0.02933194
300 -0.21775756 -0.92327893 0.51667173 0.02894885
300 -0.17526045 -0.90825083 0.52573925 0.02856618
300 -0.13276335 -0.89348196 0.53558983 0.02818378
300 -0.09026624 -0.87895314 0.54624256 0.02780149
300 -0.04776913 -0.86464531 0.55771688 0.02741935
300 -0.00527203 -0.8505121 0.57006093 0.02703708
300 0.03722508 -0.83655655 0.58327335 0.02665454
300 0.07972219 -0.82277308 0.59738379 0.02627159
300 0.12221929 -0.8091452 0.61243595 0.02588865
300 0.1647164 -0.79563151 0.62851744 0.02550497
300 0.2072135 -0.78227057 0.64559347 0.02512113
300 0.23487762 Nan Nan Nan
300 0.26254173 Nan Nan Nan
300 0.29020584 Nan Nan Nan
300 0.31786996 Nan Nan Nan
300 0.34553407 Nan Nan Nan
300 0.37319818 Nan Nan Nan
300 0.4008623 Nan Nan Nan
300 0.42852641 Nan Nan Nan
300 0.45619052 Nan Nan Nan
300 0.48385463 Nan Nan Nan
300 0.51151875 Nan Nan Nan
300 0.53918286 Nan Nan Nan
300 0.56684697 Nan Nan Nan
300 0.59451109 Nan Nan Nan
300 0.6221752 Nan Nan Nan
300 0.64983931 Nan Nan Nan
300 0.67750343 Nan Nan Nan
300 0.70516754 Nan Nan Nan
300 0.73283165 Nan Nan Nan
300 0.76049577 Nan Nan Nan
300 0.78815988 Nan Nan Nan
300 0.81582399 Nan Nan Nan
300 0.84348811 Nan Nan Nan
300 0.87115222 Nan Nan Nan
300 0.89881633 Nan Nan Nan
300 0.92648044 Nan Nan Nan
300 0.95414456 Nan Nan Nan
300 0.98180867 Nan Nan Nan
300 1.00947278 Nan Nan Nan
300 1.0371369 Nan Nan Nan
300 1.06480101 Nan Nan Nan
300 1.09246512 Nan Nan Nan
300 1.12012924 Nan Nan Nan
300 1.14779335 Nan Nan Nan
300 1.17545746 Nan Nan Nan
300 1.20312158 Nan Nan Nan
300 1.23078569 Nan Nan Nan
300 1.2584498 Nan Nan Nan
300 1.28611392 Nan Nan Nan
300 1.31377803 Nan Nan Nan
300 1.34144214 Nan Nan Nan
300 1.36910626 Nan Nan Nan
300 1.39677037 Nan Nan Nan
300 1.42443448 Nan Nan Nan
300 1.45209859 Nan Nan Nan
300 1.47976271 Nan Nan Nan
300 1.50742682 Nan Nan Nan
300 1.53509093 Nan Nan Nan
300 1.56275505 Nan Nan Nan
300 1.59041916 Nan Nan Nan
300 1.61808327 Nan Nan Nan
300 1.64574739 Nan Nan Nan
300 1.6734115 Nan Nan Nan
300 1.70107561 Nan Nan Nan
300 1.72873973 Nan Nan Nan
300 1.75640384 Nan Nan Nan
300 1.78406795 Nan Nan Nan
300 1.81173207 Nan Nan Nan
300 1.83939618 Nan Nan Nan
300 1.86706029 Nan Nan Nan
300 1.8947244 Nan Nan Nan
300 1.92238852 Nan Nan Nan
300 1.95005263 Nan Nan Nan
300 1.97771674 Nan Nan Nan
300 2.00538086 Nan Nan Nan
300 2.03304497 Nan Nan Nan
300 2.06070908 Nan Nan Nan
300 2.0883732 Nan Nan Nan
300 2.11603731 Nan Nan Nan
300 2.14370142 Nan Nan Nan
300 2.17136554 Nan Nan Nan
300 2.19902965 Nan Nan Nan
300 2.22669376 Nan Nan Nan
300 2.25435788 Nan Nan Nan
300 2.28202199 Nan Nan Nan
300 2.3096861 Nan Nan Nan
300 2.33735021 Nan Nan Nan
300 2.36501433 Nan Nan Nan
300 2.39267844 Nan Nan Nan
300 2.42034255 Nan Nan Nan
300 2.44800667 Nan Nan Nan
300 2.47567078 Nan Nan Nan
300 2.50333489 Nan Nan Nan
300 2.53099901 Nan Nan Nan
300 2.55866312 Nan Nan Nan
300 2.58632723 Nan Nan Nan
300 2.61399135 Nan Nan Nan
300 2.64165546 Nan Nan Nan
300 2.66931957 Nan Nan Nan
300 2.69698369 Nan Nan Nan
300 2.7246478 Nan Nan Nan
300 2.75231191 Nan Nan Nan
300 2.77997602 Nan Nan Nan
300 2.80764014 Nan Nan Nan
300 2.83530425 Nan Nan Nan
300 2.86296836 Nan Nan Nan
300 2.89063248 Nan Nan Nan
300 2.91829659 Nan Nan Nan
300 2.9459607 Nan Nan Nan
300 2.97312785 Nan Nan Nan
300 3.00236903 Nan Nan Nan
300 3.02976498 Nan Nan Nan
300 3.05553482 Nan Nan Nan
300 3.07986082 Nan Nan Nan
300 3.10289622 Nan Nan Nan
300 3.12477111 Nan Nan Nan
300 3.14559681 Nan Nan Nan
300 3.1654694 Nan Nan Nan
300 3.18447229 Nan Nan Nan
300 3.20267845 Nan Nan Nan
300 3.22015198 Nan Nan Nan
300 3.23694959 Nan Nan Nan
300 3.25312162 Nan Nan Nan
300 3.26871301 Nan Nan Nan
300 3.283764 Nan Nan Nan
300 3.2983108 Nan Nan Nan
300 3.31238611 Nan Nan Nan
300 3.32601953 Nan Nan Nan
300 3.33923795 Nan Nan Nan
300 3.35206591 Nan Nan Nan
300 3.36452581 Nan Nan Nan
300 3.37663819 Nan Nan Nan
300 3.38842189 Nan Nan Nan
300 3.3998943 Nan Nan Nan
300 3.41107144 Nan Nan Nan
300 3.42196812 Nan Nan Nan
300 3.43259807 Nan Nan Nan
300 3.44297404 Nan Nan Nan
300 3.45310789 Nan Nan Nan
300 3.46301066 Nan Nan Nan
300 3.47269265 Nan Nan Nan
300 3.4821635 Nan Nan Nan
300 3.49143221 Nan Nan Nan
300 3.50050723 Nan Nan Nan
300 3.50939649 Nan Nan Nan
300 3.51810745 Nan Nan Nan
300 3.52664712 Nan Nan Nan
300 3.53502211 Nan Nan Nan
300 3.54323864 Nan Nan Nan
300 3.5513026 Nan Nan Nan
300 3.55921955 Nan Nan Nan
300 3.56699477 Nan Nan Nan
300 3.57463323 Nan Nan Nan
300 3.58213966 Nan Nan Nan
300 3.58951855 Nan Nan Nan
300 3.59677416 Nan Nan Nan
300 3.60391054 Nan Nan Nan
300 3.61093155 Nan Nan Nan
300 3.61784086 Nan Nan Nan
300 3.62464196 Nan Nan Nan
300 3.6313382 Nan Nan Nan
300 3.63793276 Nan Nan Nan
300 3.64442868 Nan Nan Nan
300 3.65082886 Nan Nan Nan
300 3.6571361 Nan Nan Nan
300 3.66335304 Nan Nan Nan
300 3.66948225 Nan Nan Nan
300 3.67552615 Nan Nan Nan
300 3.6814871 Nan Nan Nan
300 3.68736733 Nan Nan Nan
300 3.69316902 Nan Nan Nan
300 3.69889421 Nan Nan Nan
300 3.70454492 Nan Nan Nan
300 3.71012305 Nan Nan Nan
300 3.71563043 Nan Nan Nan
300 3.72106886 Nan Nan Nan
300 3.72644002 Nan Nan Nan
300 3.73174556 Nan Nan Nan
300 3.73698707 Nan Nan Nan
300 3.74216607 Nan Nan Nan
300 3.74728404 Nan Nan Nan
300 3.7523424 Nan Nan Nan
300 3.75734252 Nan Nan Nan
300 3.76228573 Nan Nan Nan
300 3.7671733 Nan Nan Nan
300 3.77200649 Nan Nan Nan
300 3.77678647 Nan Nan Nan
300 3.78151442 Nan Nan Nan
300 3.78619145 Nan Nan Nan
300 3.79081865 Nan Nan Nan
300 3.79539707 Nan Nan Nan
300 3.79992772 Nan Nan Nan
300 3.8044116 Nan Nan Nan
300 3.80884966 Nan Nan Nan
300 3.81324282 Nan Nan Nan
300 3.81759199 Nan Nan Nan
300 3.82189803 Nan Nan Nan
300 3.8261618 Nan Nan Nan
300 3.83038412 Nan Nan Nan
300 3.83456578 Nan Nan Nan
300 3.83870756 Nan Nan Nan
300 3.84281021 Nan Nan Nan
300 3.84687447 Nan Nan Nan
300 3.85090104 Nan Nan Nan
300 3.85489063 Nan Nan Nan
300 3.8588439 Nan Nan Nan
300 3.86276151 Nan Nan Nan
300 3.8666441 Nan Nan Nan
300 3.87049228 Nan Nan Nan
300 3.87430667 Nan Nan Nan
300 3.87808784 Nan Nan Nan
300 3.88183638 Nan Nan Nan
300 3.88555284 Nan Nan Nan
300 3.88923776 Nan Nan Nan
300 3.89289168 Nan Nan Nan
300 3.89651512 Nan Nan Nan
300 3.90010858 Nan Nan Nan
300 3.90367254 Nan Nan Nan
300 3.9072075 Nan Nan Nan
300 3.91071391 Nan Nan Nan
300 3.91419225 Nan Nan Nan
300 3.91764294 Nan Nan Nan
300 3.92106644 Nan Nan Nan
300 3.92446315 Nan Nan Nan
300 3.92783351 Nan Nan Nan
300 3.93117791 Nan Nan Nan
300 3.93449676 Nan Nan Nan
300 3.93779043 Nan Nan Nan
300 3.94105931 Nan Nan Nan
300 3.94430378 Nan Nan Nan
300 3.94752418 Nan Nan Nan
300 3.95072088 Nan Nan Nan
300 3.95389422 Nan Nan Nan
300 3.95704454 Nan Nan Nan
300 3.96017218 Nan Nan Nan
300 3.96327745 Nan Nan Nan
300 3.96636068 Nan Nan Nan
300 3.96942217 Nan Nan Nan
300 3.97246223 Nan Nan Nan
300 3.97548116 Nan Nan Nan
300 3.97847924 Nan Nan Nan
300 3.98145677 Nan Nan Nan
300 3.98441403 Nan Nan Nan
300 3.98735129 Nan Nan Nan
300 3.99026881 Nan Nan Nan
300 3.99316687 Nan Nan Nan
300 3.99604571 Nan Nan Nan
300 3.9989056 Nan Nan Nan
300 4.00174678 Nan Nan Nan
300 4.00456949 Nan Nan Nan
300 4.00737397 Nan Nan Nan
300 4.01016046 Nan Nan Nan
300 4.01292918 Nan Nan Nan
300 4.01568037 Nan Nan Nan
300 4.01841424 Nan Nan Nan
300 4.021131 Nan Nan Nan
300 4.02383088 Nan Nan Nan
300 4.02651407 Nan Nan Nan
300 4.02918079 Nan Nan Nan
400 -4.0 -4.21772805 0.60418161 0.06909493
400 -3.95750289 -4.17526941 0.6041841 0.0686933
400 -3.91500579 -4.13273921 0.60418682 0.06829209
400 -3.87250868 -4.09029197 0.60418898 0.06789151
400 -3.83001158 -4.04783142 0.60419061 0.06749047
400 -3.78751447 -4.00533639 0.60419118 0.06708896
400 -3.74501736 -3.96283225 0.60419086 0.06668671
400 -3.70252026 -3.92039298 0.60419027 0.06628386
400 -3.66002315 -3.87794274 0.60419009 0.06588048
400 -3.61752605 -3.83549114 0.60419095 0.06547695
400 -3.57502894 -3.79304824 0.60419348 0.06507344
400 -3.53253183 -3.75061303 0.60419675 0.06466988
400 -3.49003473 -3.70818292 0.60419869 0.06426611
400 -3.44753762 -3.66575527 0.60419719 0.06386194
400 -3.40504051 -3.62332747 0.60419016 0.0634572
400 -3.36254341 -3.58089769 0.60417615 0.06305178
400 -3.3200463 -3.53846891 0.60415759 0.06264592
400 -3.2775492 -3.49604582 0.6041383 0.06223999
400 -3.23505209 -3.45363305 0.60412207 0.06183433
400 -3.19255498 -3.41123529 0.60411269 0.0614293
400 -3.15005788 -3.36885601 0.60411185 0.06102506
400 -3.10756077 -3.32649569 0.60411614 0.06062143
400 -3.06506367 -3.28415441 0.6041214 0.06021817
400 -3.02256656 -3.24183231 0.60412351 0.05981503
400 -2.98006945 -3.19952943 0.60411841 0.05941179
400 -2.93757235 -3.15724555 0.60410483 0.05900829
400 -2.89507524 -3.11498022 0.60408455 0.05860447
400 -2.85257814 -3.07273288 0.60405946 0.05820026
400 -2.81008103 -3.03050295 0.60403148 0.05779561
400 -2.76758392 -2.9882907 0.60400243 0.05739047
400 -2.72508682 -2.9461019 0.60397315 0.05698508
400 -2.68258971 -2.90394524 0.60394403 0.05657974
400 -2.6400926 -2.86182943 0.60391548 0.05617477
400 -2.5975955 -2.8197632 0.6038879 0.05577049
400 -2.55509839 -2.7777534 0.60386094 0.05536704
400 -2.51260129 -2.73580111 0.603832 0.05496414
400 -2.47010418 -2.69390601 0.60379795 0.05456139
400 -2.42760707 -2.65206783 0.60375563 0.05415843
400 -2.38510997 -2.61028638 0.60370197 0.0537549
400 -2.34261286 -2.56856591 0.60363656 0.05335067
400 -2.30011576 -2.52691703 0.60356291 0.05294596
400 -2.25761865 -2.48535099 0.6034849 0.05254102
400 -2.21512154 -2.44387901 0.60340639 0.05213609
400 -2.17262444 -2.40251236 0.60333086 0.05173137
400 -2.13012733 -2.36126341 0.60325681 0.05132685
400 -2.08763023 -2.32014528 0.60317932 0.05092232
400 -2.04513312 -2.27917104 0.60309343 0.0505176
400 -2.00263601 -2.23835385 0.60299416 0.05011252
400 -1.96013891 -2.19770725 0.60287758 0.04970691
400 -1.9176418 -2.15724715 0.60274487 0.04930067
400 -1.8751447 -2.11699007 0.60259871 0.04889374
400 -1.83264759 -2.07695257 0.60244177 0.04848602
400 -1.79015048 -2.03715122 0.60227672 0.04807747
400 -1.74765338 -1.9976054 0.60210504 0.04766815
400 -1.70515627 -1.95834002 0.60192566 0.04725849
400 -1.66265916 -1.91938073 0.60173724 0.04684889
400 -1.62016206 -1.88075323 0.60153846 0.04643977
400 -1.57766495 -1.8424834 0.60132804 0.04603152
400 -1.53516785 -1.80460313 0.601106 0.04562411
400 -1.49267074 -1.76714992 0.60087354 0.04521712
400 -1.45017363 -1.73016141 0.60063197 0.04481015
400 -1.40767653 -1.6936753 0.60038257 0.0444028
400 -1.36517942 -1.65772888 0.60012773 0.04399476
400 -1.32268232 -1.62235654 0.59987756 0.04358622
400 -1.28018521 -1.58759147 0.59964549 0.04317754
400 -1.2376881 -1.55346689 0.59944483 0.04276911
400 -1.195191 -1.52001596 0.59928895 0.04236129
400 -1.15269389 -1.48726846 0.59918791 0.04195437
400 -1.11019679 -1.45524459 0.59914203 0.04154849
400 -1.06769968 -1.42396279 0.59914996 0.04114377
400 -1.02520257 -1.39344144 0.59921046 0.04074033
400 -0.98270547 -1.36369882 0.5993225 0.04033826
400 -0.94020836 -1.33474622 0.59949931 0.03993753
400 -0.89771125 -1.30658592 0.59977233 0.03953795
400 -0.85521415 -1.27921975 0.60017406 0.03913929
400 -0.81271704 -1.25264947 0.60073705 0.03874138
400 -0.77021994 -1.22687551 0.60149388 0.03834403
400 -0.72772283 -1.20188491 0.60247633 0.03794735
400 -0.68522572 -1.17765677 0.60371579 0.03755159
400 -0.64272862 -1.15417008 0.60524374 0.03715699
400 -0.60023151 -1.13140382 0.60709156 0.03676377
400 -0.55773441 -1.10933744 0.60928968 0.03637218
400 -0.5152373 -1.08795239 0.61186437 0.0359824
400 -0.47274019 -1.06723064 0.61484086 0.03559463
400 -0.43024309 -1.04715408 0.61824438 0.03520907
400 -0.38774598 -1.02770454 0.62210021 0.03482589
400 -0.34524888 -1.008854 0.62643747 0.03444495
400 -0.30275177 -0.99055701 0.63129217 0.03406562
400 -0.26025466 -0.9727665 0.63670088 0.03368721
400 -0.21775756 -0.95543535 0.64270016 0.03330907
400 -0.17526045 -0.93851692 0.6493267 0.03293062
400 -0.13276335 -0.9219722 0.65661716 0.03255163
400 -0.09026624 -0.90577153 0.66460578 0.03217221
400 -0.04776913 -0.88988524 0.67332702 0.03179266
400 -0.00527203 -0.87425366 0.68283811 0.03141298
400 0.03722508 -0.85887203 0.69315451 0.03103319
400 0.07972219 -0.84373104 0.70430225 0.03065287
400 0.12221929 -0.82881108 0.7163148 0.03027193
400 0.1647164 -0.81406513 0.72925633 0.02988928
400 0.2072135 -0.79953247 0.74309532 0.02950508
400 0.23487762 Nan Nan Nan
400 0.26254173 Nan Nan Nan
400 0.29020584 Nan Nan Nan
400 0.31786996 Nan Nan Nan
400 0.34553407 Nan Nan Nan
400 0.37319818 Nan Nan Nan
400 0.4008623 Nan Nan Nan
400 0.42852641 Nan Nan Nan
400 0.45619052 Nan Nan Nan
400 0.48385463 Nan Nan Nan
400 0.51151875 Nan Nan Nan
400 0.53918286 Nan Nan Nan
400 0.56684697 Nan Nan Nan
400 0.59451109 Nan Nan Nan
400 0.6221752 Nan Nan Nan
400 0.64983931 Nan Nan Nan
400 0.67750343 Nan Nan Nan
400 0.70516754 Nan Nan Nan
400 0.73283165 Nan Nan Nan
400 0.76049577 Nan Nan Nan
400 0.78815988 Nan Nan Nan
400 0.81582399 Nan Nan Nan
400 0.84348811 Nan Nan Nan
400 0.87115222 Nan Nan Nan
400 0.89881633 Nan Nan Nan
400 0.92648044 Nan Nan Nan
400 0.95414456 Nan Nan Nan
400 0.98180867 Nan Nan Nan
400 1.00947278 Nan Nan Nan
400 1.0371369 Nan Nan Nan
400 1.06480101 Nan Nan Nan
400 1.09246512 Nan Nan Nan
400 1.12012924 Nan Nan Nan
400 1.14779335 Nan Nan Nan
400 1.17545746 Nan Nan Nan
400 1.20312158 Nan Nan Nan
400 1.23078569 Nan Nan Nan
400 1.2584498 Nan Nan Nan
400 1.28611392 Nan Nan Nan
400 1.31377803 Nan Nan Nan
400 1.34144214 Nan Nan Nan
400 1.36910626 Nan Nan Nan
400 1.39677037 Nan Nan Nan
400 1.42443448 Nan Nan Nan
400 1.45209859 Nan Nan Nan
400 1.47976271 Nan Nan Nan
400 1.50742682 Nan Nan Nan
400 1.53509093 Nan Nan Nan
400 1.56275505 Nan Nan Nan
400 1.59041916 Nan Nan Nan
400 1.61808327 Nan Nan Nan
400 1.64574739 Nan Nan Nan
400 1.6734115 Nan Nan Nan
400 1.70107561 Nan Nan Nan
400 1.72873973 Nan Nan Nan
400 1.75640384 Nan Nan Nan
400 1.78406795 Nan Nan Nan
400 1.81173207 Nan Nan Nan
400 1.83939618 Nan Nan Nan
400 1.86706029 Nan Nan Nan
400 1.8947244 Nan Nan Nan
400 1.92238852 Nan Nan Nan
400 1.95005263 Nan Nan Nan
400 1.97771674 Nan Nan Nan
400 2.00538086 Nan Nan Nan
400 2.03304497 Nan Nan Nan
400 2.06070908 Nan Nan Nan
400 2.0883732 Nan Nan Nan
400 2.11603731 Nan Nan Nan
400 2.14370142 Nan Nan Nan
400 2.17136554 Nan Nan Nan
400 2.19902965 Nan Nan Nan
400 2.22669376 Nan Nan Nan
400 2.25435788 Nan Nan Nan
400 2.28202199 Nan Nan Nan
400 2.3096861 Nan Nan Nan
400 2.33735021 Nan Nan Nan
400 2.36501433 Nan Nan Nan
400 2.39267844 Nan Nan Nan
400 2.42034255 Nan Nan Nan
400 2.44800667 Nan Nan Nan
400 2.47567078 Nan Nan Nan
400 2.50333489 Nan Nan Nan
400 2.53099901 Nan Nan Nan
400 2.55866312 Nan Nan Nan
400 2.58632723 Nan Nan Nan
400 2.61399135 Nan Nan Nan
400 2.64165546 Nan Nan Nan
400 2.66931957 Nan Nan Nan
400 2.69698369 Nan Nan Nan
400 2.7246478 Nan Nan Nan
400 2.75231191 Nan Nan Nan
400 2.77997602 Nan Nan Nan
400 2.80764014 Nan Nan Nan
400 2.83530425 Nan Nan Nan
400 2.86296836 Nan Nan Nan
400 2.89063248 Nan Nan Nan
400 2.91829659 Nan Nan Nan
400 2.9459607 Nan Nan Nan
400 2.97312785 Nan Nan Nan
400 3.00236903 Nan Nan Nan
400 3.02976498 Nan Nan Nan
400 3.05553482 Nan Nan Nan
400 3.07986082 Nan Nan Nan
400 3.10289622 Nan Nan Nan
400 3.12477111 Nan Nan Nan
400 3.14559681 Nan Nan Nan
400 3.1654694 Nan Nan Nan
400 3.18447229 Nan Nan Nan
400 3.20267845 Nan Nan Nan
400 3.22015198 Nan Nan Nan
400 3.23694959 Nan Nan Nan
400 3.25312162 Nan Nan Nan
400 3.26871301 Nan Nan Nan
400 3.283764 Nan Nan Nan
400 3.2983108 Nan Nan Nan
400 3.31238611 Nan Nan Nan
400 3.32601953 Nan Nan Nan
400 3.33923795 Nan Nan Nan
400 3.35206591 Nan Nan Nan
400 3.36452581 Nan Nan Nan
400 3.37663819 Nan Nan Nan
400 3.38842189 Nan Nan Nan
400 3.3998943 Nan Nan Nan
400 3.41107144 Nan Nan Nan
400 3.42196812 Nan Nan Nan
400 3.43259807 Nan Nan Nan
400 3.44297404 Nan Nan Nan
400 3.45310789 Nan Nan Nan
400 3.46301066 Nan Nan Nan
400 3.47269265 Nan Nan Nan
400 3.4821635 Nan Nan Nan
400 3.49143221 Nan Nan Nan
400 3.50050723 Nan Nan Nan
400 3.50939649 Nan Nan Nan
400 3.51810745 Nan Nan Nan
400 3.52664712 Nan Nan Nan
400 3.53502211 Nan Nan Nan
400 3.54323864 Nan Nan Nan
400 3.5513026 Nan Nan Nan
400 3.55921955 Nan Nan Nan
400 3.56699477 Nan Nan Nan
400 3.57463323 Nan Nan Nan
400 3.58213966 Nan Nan Nan
400 3.58951855 Nan Nan Nan
400 3.59677416 Nan Nan Nan
400 3.60391054 Nan Nan Nan
400 3.61093155 Nan Nan Nan
400 3.61784086 Nan Nan Nan
400 3.62464196 Nan Nan Nan
400 3.6313382 Nan Nan Nan
400 3.63793276 Nan Nan Nan
400 3.64442868 Nan Nan Nan
400 3.65082886 Nan Nan Nan
400 3.6571361 Nan Nan Nan
400 3.66335304 Nan Nan Nan
400 3.66948225 Nan Nan Nan
400 3.67552615 Nan Nan Nan
400 3.6814871 Nan Nan Nan
400 3.68736733 Nan Nan Nan
400 3.69316902 Nan Nan Nan
400 3.69889421 Nan Nan Nan
400 3.70454492 Nan Nan Nan
400 3.71012305 Nan Nan Nan
400 3.71563043 Nan Nan Nan
400 3.72106886 Nan Nan Nan
400 3.72644002 Nan Nan Nan
400 3.73174556 Nan Nan Nan
400 3.73698707 Nan Nan Nan
400 3.74216607 Nan Nan Nan
400 3.74728404 Nan Nan Nan
400 3.7523424 Nan Nan Nan
400 3.75734252 Nan Nan Nan
